baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	absLog
1700028P14Rik	140.995838458226	0.112565330617738	0.0874974576752236	-1.2864983007342	0.198269211481617	0.999844636672322	0.112565330617738
1700029I15Rik	65.6818044588571	-0.0214384298830586	0.0832824481315491	0.257418344009238	0.796855843439514	0.999844636672322	0.0214384298830586
1700029J07Rik	600.463569333964	0.0264968784739494	0.0852828252972695	-0.310694191727226	0.756033113216285	0.999844636672322	0.0264968784739494
1700030J22Rik	322.444852777637	0.181916074950225	0.0836007652163195	-2.17600968698686	0.0295545362269732	0.694565743170631	0.181916074950225
1700030K09Rik	393.572591053506	0.0537764672037127	0.0822472271661698	-0.653839272843379	0.513215361502571	0.999844636672322	0.0537764672037127
1700037C18Rik	161.941880770069	-0.0100069493030733	0.0870144332212673	0.115003326834605	0.908442485109429	0.999844636672322	0.0100069493030733
1700037H04Rik	2807.78366448088	0.0262526372383788	0.0692805473697287	-0.37893230113031	0.704738136958901	0.999844636672322	0.0262526372383788
1700040L02Rik	105.593744811089	0.0434672194491236	0.0810632797287145	-0.536213432204946	0.591811051259026	0.999844636672322	0.0434672194491236
1700048O20Rik	452.465608565441	-0.0198426112055207	0.0871021769163462	0.227808441855337	0.819795163592688	0.999844636672322	0.0198426112055207
1700066M21Rik	979.470519018598	-0.0904903882804594	0.0777889989314637	1.16328002061302	0.244715909122477	0.999844636672322	0.0904903882804594
1700088E04Rik	488.226129618809	0.0459422029024688	0.0875152594105608	-0.524962197585908	0.599609470171134	0.999844636672322	0.0459422029024688
1700102P08Rik	61.2689357664019	0.0111298257160389	0.0789205847234839	-0.141025636784557	0.887849689512448	0.999844636672322	0.0111298257160389
1700109H08Rik	119.732906516605	-0.0848231197025884	0.0866025978662814	0.979452369703267	0.327356511901505	0.999844636672322	0.0848231197025884
1700123O20Rik	596.292197532421	-0.0144479754291009	0.0830338130711496	0.174001107437049	0.86186459189905	0.999844636672322	0.0144479754291009
1810010H24Rik	214.207821103621	0.151903692304206	0.0869536072423395	-1.74695101355429	0.0806458357678008	0.999844636672322	0.151903692304206
1810011O10Rik	42.6259072707244	-0.0755429574059981	0.0734599681584867	1.02835543357462	0.303782664199698	0.999844636672322	0.0755429574059981
