baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
0610007P14Rik	861.252781315426	0.119693693625193	0.093183954883805	1.28448823377849	0.198971177923235	0.677189753008084
0610009B22Rik	391.657305255972	0.0462879721810441	0.104187347495129	0.444276328113722	0.656842813599524	0.912325413955581
0610009L18Rik	39.6037309628031	-0.0909943685559045	0.127679873212467	-0.712675900018198	0.476046332835535	0.845586204047273
0610009O20Rik	803.889247831719	0.0936071484219935	0.0913173361463292	1.02507532931091	0.305327645248287	0.755778819542957
0610010F05Rik	1378.00315519889	-0.171765974961089	0.079737339692199	-2.15414729942255	0.0312286222180264	0.349935682611343
0610010K14Rik	27.9390872211553	0.0467601340583775	0.121356346828214	0.385312637373378	0.700005799741687	0.927362511331985
0610012G03Rik	381.090610815074	-0.0757998580772528	0.114532753891032	-0.661818174295973	0.508087757124638	0.859675359681443
0610030E20Rik	583.689930801495	0.271551757204422	0.120275092667046	2.25775554342037	0.023960904263466	0.311657166006759
0610037L13Rik	1015.88948385469	0.0934574841889129	0.112061414338762	0.833984514120007	0.404289710359019	0.815372083595253
0610040J01Rik	66.906214737383	0.0713959335189133	0.13087529442023	0.545526440534046	0.585391500663409	0.88986985440346
1110004E09Rik	410.849677293731	0.0607756670373035	0.10397192743584	0.584539197609929	0.558857601433918	0.878798961218604
1110004F10Rik	1424.70009869843	-0.0700908265050334	0.0791984278690258	-0.885002750571589	0.376155147862054	0.799612552640611
1110008F13Rik	484.11840512115	0.0453074216337411	0.099131969841275	0.457041474171098	0.647641235454976	0.909864248283583
1110008L16Rik	217.954295804312	-0.0637905972710383	0.117677797200205	-0.542078444606774	0.587764467309636	0.890439456160811
1110008P14Rik	477.08097356736	-0.0485811426113258	0.100052879556945	-0.485554666956644	0.627282944513832	0.905376456090474
1110012L19Rik	151.347256804011	0.130422725017258	0.121825028284018	1.0705741410804	0.284360955782501	0.742878351980158
1110017D15Rik	376.029630748279	-0.19467014377211	0.111627472260006	-1.74392682939803	0.0811718496196018	0.513317390288479
1110032A03Rik	1596.94807089502	0.0948551480868226	0.0969253199734357	0.978641577998603	0.327757107862659	0.769491316280221
1110032F04Rik	65.8589500432669	-0.0681097473899714	0.129251726039326	-0.526954257997674	0.59822535373342	0.893562997916837
1110034G24Rik	139.200260552617	0.102685839214166	0.127765510156467	0.803705468623048	0.421567095095994	0.82187200752834
1110037F02Rik	1143.57576118665	-0.172279631745995	0.1013181359395	-1.70038295857385	0.0890589151607368	0.530246724635869
1110038F14Rik	190.401461339733	-0.00263250441408172	0.118275489053834	-0.0222573961447203	0.982242633406512	0.996447435768886
1110051M20Rik	2504.42767065449	-0.0273964365951815	0.0711976783954559	-0.384793959755435	0.700390074628119	0.927621184453281
1110059E24Rik	534.298130096556	0.0765716851031156	0.0937320019755514	0.816921472808061	0.413973305754515	0.81968081813486
1110059G10Rik	262.146459316944	0.0342222428625491	0.113144299958257	0.302465461142762	0.762297259155713	0.94687686485258
1110065P20Rik	277.851032751707	-0.0731057864293272	0.124087404441533	-0.589147518705435	0.55576231915477	0.876683318661914
